,CIERRE,
2015.172,43802.1,
2015.176,44416.5,
2015.18,44190.2,
2015.184,43882.7,
2015.188,43600.4,
2015.192,43296.6,
2015.196,43517.8,
2015.2,43280.8,
2015.204,43251.4,
2015.208,42972.1,
2015.212,43227.2,
2015.216,44055.9,
2015.22,44002.3,
2015.224,44002.3,
2015.228,43761.4,
2015.232,44360.9,
2015.236,44118.2,
2015.24,43968.1,
2015.244,43952.7,
2015.248,44051.2,
2015.252,43631,
2015.256,43229.2,
2015.26,43638,
2015.264,43922.8,
2015.268,43724.8,
2015.272,44202.9,
2015.276,44202.9,
2015.28,44850.1,
2015.284,44987.9,
2015.288,44980.6,
2015.292,44913.3,
2015.296,44882,
2015.3,44994.6,
2015.304,45004.5,
2015.308,45262.9,
2015.312,45480.2,
2015.316,45012.4,
2015.32,45077.8,
2015.324,45296.9,
2015.328,45232,
2015.332,45418.8,
2015.336,45773.3,
2015.34,45512.4,
2015.344,45338.4,
2015.348,44942.2,
2015.352,44582.4,
2015.356,44582.4,
2015.36,45238.5,
2015.364,45091.3,
2015.368,44853.3,
2015.372,44768.8,
2015.376,45125.9,
2015.38,45180,
2015.384,44950.5,
2015.388,45038.1,
2015.392,45271.5,
2015.396,45332.8,
2015.4,45408.3,
2015.404,45311.8,
2015.408,45283.5,
2015.412,45097.4,
2015.416,44874,
2015.42,44852.3,
2015.424,44401.4,
2015.428,44682.6,
2015.432,44807.3,
2015.436,44703.6,
2015.44,44760.1,
2015.444,44931.5,
2015.448,44732.7,
2015.452,44561.1,
2015.456,44561.9,
2015.46,44544.1,
2015.464,44519.2,
2015.468,44578.3,
2015.472,44624.7,
2015.476,44692.5,
2015.48,44395.8,
2015.484,44722.3,
2015.488,44792,
2015.492,45120.8,
2015.496,44973.4,
2015.5,45225,
2015.504,45454.1,
2015.508,45424.9,
2015.512,45377.1,
2015.516,45566.3,
2015.52,44710.4,
2015.524,45053.7,
2015.528,44928.5,
2015.532,45175.6,
2015.536,45065.5,
2015.54,44794,
2015.544,45017.8,
2015.548,44497.7,
2015.552,44564.3,
2015.556,44916,
2015.56,44990.4,
2015.564,45136.7,
2015.568,45107.1,
2015.572,45344.9,
2015.576,45325.4,
2015.58,45568,
2015.584,45401.2,
2015.588,44670.4,
2015.592,44836.3,
2015.596,44249.5,
2015.6,43713.7,
2015.604,44223,
2015.608,44471.3,
2015.612,44373.3,
2015.616,44752.9,
2015.62,44903.9,
2015.624,45178,
2015.628,44937.6,
2015.632,44921.2,
2015.636,44862.1,
2015.64,45320.7,
2015.644,44379.8,
2015.648,44032.4,
2015.652,43870.5,
2015.656,43746.7,
2015.66,43953.5,
2015.664,43872.1,
2015.668,43473.7,
2015.672,43036.6,
2015.676,42163.8,
2015.68,41471.5,
2015.684,42010.9,
2015.688,42323,
2015.692,43452.4,
2015.696,43290.9,
2015.7,43722,
2015.704,42911.5,
2015.708,42969.9,
2015.712,43283.5,
2015.716,42742.9,
2015.72,42756.3,
2015.724,43083.9,
2015.728,42754.7,
2015.732,42888.5,
2015.736,42780.7,
2015.74,42827.4,
2015.744,43269.6,
2015.748,43790.9,
2015.752,43565.1,
2015.756,43618.1,
2015.76,43232.1,
2015.764,43042.4,
2015.768,42596.6,
2015.772,42435.2,
2015.776,41893.5,
2015.78,42121.5,
2015.784,42632.5,
2015.788,42695.7,
2015.792,42735.1,
2015.796,43566.3,
2015.8,43561.4,
2015.804,43832,
2015.808,44076.9,
2015.812,44375.6,
2015.816,44314.3,
2015.82,44318.2,
2015.824,44064.4,
2015.828,44087.6,
2015.832,44364.2,
2015.836,44523,
2015.84,44653.9,
2015.844,44426.1,
2015.848,44628,
2015.852,45010.2,
2015.856,45036.5,
2015.86,44698,
2015.864,44741.7,
2015.868,44634.8,
2015.872,44542.8,
2015.876,45354.6,
2015.88,45373.2,
2015.884,45195.6,
2015.888,45243.9,
2015.892,44479.2,
2015.896,44359.9,
2015.9,44347.9,
2015.904,44120.5,
2015.908,43617.7,
2015.912,44184.6,
2015.916,44505.6,
2015.92,44620.6,
2015.924,44895,
2015.928,44779.1,
2015.932,44576.2,
2015.936,44138.8,
2015.94,44374.5,
2015.944,44248,
2015.948,43418.6,
2015.952,43984.9,
2015.956,43417.1,
2015.96,43027.3,
2015.964,42994.2,
2015.968,42655.2,
2015.972,42236.7,
2015.976,42398.1,
2015.98,42447.8,
2015.984,42000.6,
2015.988,41902,
2015.992,42905.2,
2015.996,43429.7,
2016,43503.5,
2016.004,42936.6,
2016.008,43160.6,
2016.012,43328.7,
2016.016,43579.7,
2016.02,43528.3,
2016.024,43396.2,
2016.028,43391.8,
2016.032,43012.4,
2016.036,42977.5,
2016.04,42113.7,
2016.044,42041.7,
2016.048,41691.2,
2016.052,40661.6,
2016.056,40265.4,
2016.06,40706.9,
2016.064,41022.7,
2016.068,41008.8,
2016.072,41352.8,
2016.076,40847.7,
2016.08,40604.8,
2016.084,40809.3,
2016.088,40844.4,
2016.092,41166.9,
2016.096,41621.3,
2016.1,41476.4,
2016.104,41932.4,
2016.108,42109.9,
2016.112,42393,
2016.116,43630.8,
2016.12,43092.5,
2016.124,43257.5,
2016.128,43751.9,
2016.132,43229.7,
2016.136,42774.9,
2016.14,42399.2,
2016.144,42535.7,
2016.148,42359.3,
2016.152,42416.4,
2016.156,43205.9,
2016.16,43100.3,
2016.164,43585.2,
2016.168,43516.7,
2016.172,43375.3,
2016.176,43546.7,
2016.18,43216.6,
2016.184,42744.9,
2016.188,43434.6,
2016.192,43473.4,
2016.196,43714.9,
2016.2,44214.5,
2016.204,44615.8,
2016.208,44742.2,
2016.212,44849,
2016.216,44967.2,
2016.22,44504.3,
2016.224,44492.5,
2016.228,44337,
2016.232,44617.7,
2016.236,44691.8,
2016.24,44210.4,
2016.244,44751.4,
2016.248,45435.1,
2016.252,45482.4,
2016.256,45632.3,
2016.26,45647.6,
2016.264,45623.5,
2016.268,45897.6,
2016.272,46191.5,
2016.276,45881.1,
2016.28,46062.9,
2016.284,45678.2,
2016.288,45186,
2016.292,45282,
2016.296,45052.2,
2016.3,44859.5,
2016.304,44760.5,
2016.308,45090.7,
2016.312,45411.3,
2016.316,45403.5,
2016.32,45536.5,
2016.324,45022.6,
2016.328,45780.2,
2016.332,45650.4,
2016.336,45556.6,
2016.34,45613.2,
2016.344,45581.2,
2016.348,45416.9,
2016.352,45941.5,
2016.356,45528.9,
2016.36,45784.8,
2016.364,45707.9,
2016.368,45647.8,
2016.372,45349,
2016.376,45148,
2016.38,45209.9,
2016.384,45250.3,
2016.388,45676.4,
2016.392,45506.9,
2016.396,45685.8,
2016.4,45402.5,
2016.404,45843.1,
2016.408,45872.2,
2016.412,45551.2,
2016.416,45051.3,
2016.42,45155.9,
2016.424,45236.2,
2016.428,45497.5,
2016.432,45710.9,
2016.436,46039.7,
2016.44,46124.1,
2016.444,46017.2,
2016.448,45459.4,
2016.452,45557.6,
2016.456,45508.3,
2016.46,45928.2,
2016.464,45857.7,
2016.468,46124.6,
2016.472,46263.8,
2016.476,45662.7,
2016.48,45177.5,
2016.484,44930.3,
2016.488,44570.6,
2016.492,45011.2,
2016.496,45225.4,
2016.5,45306.2,
2016.504,45779.7,
2016.508,45705.4,
2016.512,45806.2,
2016.516,46145.9,
2016.52,44885.8,
2016.524,44282,
2016.528,44714.5,
2016.532,45466.4,
2016.536,45966.5,
2016.54,46213.3,
2016.544,46201.3,
2016.548,45819.6,
2016.552,45304.8,
2016.556,45394.4,
2016.56,45744.3,
2016.564,46177.6,
2016.568,46432.7,
2016.572,46272,
2016.576,46498.5,
2016.58,46713.4,
2016.584,46961.3,
2016.588,47060.6,
2016.592,47505.3,
2016.596,47364.8,
2016.6,47537.3,
2016.604,47130.4,
2016.608,46927,
